Student_ID,Form_No,Class,Student_Name,Surname,Father_Name,Mother_Name,DOB,DOB_Words,Place_of_Birth,District,State,Aadhar,Category,Religion,Mother_Tongue,Physical_Disability,Blood_Group,Address,City,Pin_Code,Emergency_Contact_Name,Emergency_Contact_No,Guardian_Name,Guardian_Relation
489,MRS-0489,Class 9,Nikhil Agarwal,Agarwal,Prakash Agarwal,Seema Agarwal,39743,39743,Indore,Indore,Madhya Pradesh,400823000000,OBC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Prakash Agarwal,9223175284,Prakash Agarwal,Father
490,MRS-0490,Class 9,Ankit Mishra,Mishra,Sanjay Mishra,Vinita Mishra,40711,40711,Indore,Indore,Madhya Pradesh,663278000000,General,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Mishra,9965884427,Sanjay Mishra,Father
491,MRS-0491,Class 9,Vikas Gupta,Gupta,Deepak Gupta,Rekha Gupta,40790,40790,Indore,Indore,Madhya Pradesh,274091000000,OBC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Deepak Gupta,9775121067,Deepak Gupta,Father
492,MRS-0492,Class 9,Komal Verma,Verma,Deepak Verma,Rekha Verma,39916,39916,Indore,Indore,Madhya Pradesh,921359000000,SC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Deepak Verma,9550655752,Deepak Verma,Father
493,MRS-0493,Class 9,Kunal Gupta,Gupta,Manoj Gupta,Sunita Gupta,39883,39883,Indore,Indore,Madhya Pradesh,351179000000,ST,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Manoj Gupta,9837588464,Manoj Gupta,Father
494,MRS-0494,Class 9,Pooja Patel,Patel,Mahesh Patel,Meena Patel,40293,40293,Indore,Indore,Madhya Pradesh,831758000000,General,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Patel,9747721285,Mahesh Patel,Father
495,MRS-0495,Class 9,Pooja Malviya,Malviya,Deepak Malviya,Kiran Malviya,39773,39773,Indore,Indore,Madhya Pradesh,155457000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Deepak Malviya,9653066304,Deepak Malviya,Father
496,MRS-0496,Class 10,Shreya Gupta,Gupta,Deepak Gupta,Meena Gupta,39223,39223,Indore,Indore,Madhya Pradesh,745555000000,ST,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Deepak Gupta,9179242244,Deepak Gupta,Father
497,MRS-0497,Class 10,Anjali Sharma,Sharma,Manoj Sharma,Kiran Sharma,39720,39720,Indore,Indore,Madhya Pradesh,949268000000,SC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Manoj Sharma,9783332288,Manoj Sharma,Father
498,MRS-0498,Class 10,Komal Verma,Verma,Deepak Verma,Rekha Verma,39701,39701,Indore,Indore,Madhya Pradesh,872621000000,OBC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Deepak Verma,9690183034,Deepak Verma,Father
499,MRS-0499,Class 10,Aakash Jain,Jain,Prakash Jain,Kiran Jain,39444,39444,Indore,Indore,Madhya Pradesh,427410000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Prakash Jain,9460182647,Prakash Jain,Father
500,MRS-0500,Class 10,Komal Agarwal,Agarwal,Rajesh Agarwal,Sunita Agarwal,39168,39168,Indore,Indore,Madhya Pradesh,109074000000,General,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Agarwal,9213643228,Rajesh Agarwal,Father
501,MRS-0501,Class 10,Pooja Mishra,Mishra,Anil Mishra,Rekha Mishra,40479,40479,Indore,Indore,Madhya Pradesh,213755000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Anil Mishra,9975129341,Anil Mishra,Father
502,MRS-0502,Class 10,Priya Sharma,Sharma,Deepak Sharma,Meena Sharma,39978,39978,Indore,Indore,Madhya Pradesh,221447000000,OBC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Deepak Sharma,9879142800,Deepak Sharma,Father
503,MRS-0503,Class 10,Pooja Malviya,Malviya,Anil Malviya,Geeta Malviya,40262,40262,Indore,Indore,Madhya Pradesh,126947000000,ST,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Anil Malviya,9352459283,Anil Malviya,Father
504,MRS-0504,Class 10,Komal Verma,Verma,Sanjay Verma,Vinita Verma,39344,39344,Indore,Indore,Madhya Pradesh,421195000000,SC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Verma,9341868751,Sanjay Verma,Father
505,MRS-0505,Class 10,Aarti Mishra,Mishra,Deepak Mishra,Kiran Mishra,39644,39644,Indore,Indore,Madhya Pradesh,854924000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Deepak Mishra,9314760236,Deepak Mishra,Father
506,MRS-0506,Class 10,Kunal Gupta,Gupta,Rakesh Gupta,Vinita Gupta,39744,39744,Indore,Indore,Madhya Pradesh,763137000000,General,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Gupta,9747668929,Rakesh Gupta,Father
507,MRS-0507,Class 10,Ankit Mishra,Mishra,Anil Mishra,Sarla Mishra,40002,40002,Indore,Indore,Madhya Pradesh,335134000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Anil Mishra,9102192996,Anil Mishra,Father
508,MRS-0508,Class 10,Suresh Mishra,Mishra,Anil Mishra,Rekha Mishra,39672,39672,Indore,Indore,Madhya Pradesh,778351000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Anil Mishra,9363163743,Anil Mishra,Father
509,MRS-0509,Class 10,Ankit Sharma,Sharma,Manoj Sharma,Kiran Sharma,39620,39620,Indore,Indore,Madhya Pradesh,308986000000,General,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Manoj Sharma,9208438185,Manoj Sharma,Father
510,MRS-0510,Class 10,Rahul Jain,Jain,Deepak Jain,Kiran Jain,39301,39301,Indore,Indore,Madhya Pradesh,324974000000,ST,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Deepak Jain,9935172346,Deepak Jain,Father
511,MRS-0511,Class 10,Suresh Gupta,Gupta,Vijay Gupta,Seema Gupta,39342,39342,Indore,Indore,Madhya Pradesh,697059000000,SC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Vijay Gupta,9426682024,Vijay Gupta,Father
512,MRS-0512,Class 10,Riya Verma,Verma,Rajesh Verma,Kiran Verma,40493,40493,Indore,Indore,Madhya Pradesh,158573000000,ST,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Verma,9873661617,Rajesh Verma,Father
513,MRS-0513,Class 10,Shreya Malviya,Malviya,Rajesh Malviya,Geeta Malviya,39157,39157,Indore,Indore,Madhya Pradesh,998545000000,SC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Malviya,9149322257,Rajesh Malviya,Father
514,MRS-0514,Class 10,Anjali Agarwal,Agarwal,Rakesh Agarwal,Sarla Agarwal,39944,39944,Indore,Indore,Madhya Pradesh,951217000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Agarwal,9510146887,Rakesh Agarwal,Father
515,MRS-0515,Class 10,Ankit Verma,Verma,Rajesh Verma,Sarla Verma,39600,39600,Indore,Indore,Madhya Pradesh,588443000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Verma,9950829641,Rajesh Verma,Father
516,MRS-0516,Class 10,Aman Malviya,Malviya,Manoj Malviya,Sarla Malviya,39351,39351,Indore,Indore,Madhya Pradesh,536971000000,ST,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Manoj Malviya,9257034721,Manoj Malviya,Father
517,MRS-0517,Class 10,Neha Choudhary,Choudhary,Mahesh Choudhary,Lata Choudhary,39175,39175,Indore,Indore,Madhya Pradesh,766713000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Choudhary,9622673615,Mahesh Choudhary,Father
518,MRS-0518,Class 10,Shreya Patel,Patel,Manoj Patel,Kiran Patel,40527,40527,Indore,Indore,Madhya Pradesh,869588000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Manoj Patel,9765082885,Manoj Patel,Father
519,MRS-0519,Class 10,Anjali Gupta,Gupta,Anil Gupta,Meena Gupta,39252,39252,Indore,Indore,Madhya Pradesh,533527000000,SC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Anil Gupta,9402231800,Anil Gupta,Father
520,MRS-0520,Class 10,Aman Verma,Verma,Rajesh Verma,Geeta Verma,40114,40114,Indore,Indore,Madhya Pradesh,613842000000,General,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Verma,9481377462,Rajesh Verma,Father
521,MRS-0521,Class 10,Aman Choudhary,Choudhary,Prakash Choudhary,Geeta Choudhary,40517,40517,Indore,Indore,Madhya Pradesh,584956000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Prakash Choudhary,9779129170,Prakash Choudhary,Father
522,MRS-0522,Class 10,Pooja Choudhary,Choudhary,Mahesh Choudhary,Sarla Choudhary,39742,39742,Indore,Indore,Madhya Pradesh,178216000000,ST,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Choudhary,9959486429,Mahesh Choudhary,Father
523,MRS-0523,Class 10,Aarti Sharma,Sharma,Ashok Sharma,Seema Sharma,39277,39277,Indore,Indore,Madhya Pradesh,143496000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Ashok Sharma,9442973124,Ashok Sharma,Father
524,MRS-0524,Class 10,Vikas Yadav,Yadav,Deepak Yadav,Meena Yadav,39899,39899,Indore,Indore,Madhya Pradesh,807195000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Deepak Yadav,9767954843,Deepak Yadav,Father
525,MRS-0525,Class 10,Rahul Choudhary,Choudhary,Mahesh Choudhary,Kiran Choudhary,39677,39677,Indore,Indore,Madhya Pradesh,765832000000,ST,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Choudhary,9675364385,Mahesh Choudhary,Father
526,MRS-0526,Class 10,Nikhil Mishra,Mishra,Rakesh Mishra,Meena Mishra,39319,39319,Indore,Indore,Madhya Pradesh,173792000000,General,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Mishra,9339652500,Rakesh Mishra,Father
527,MRS-0527,Class 10,Neha Mishra,Mishra,Rakesh Mishra,Rekha Mishra,39706,39706,Indore,Indore,Madhya Pradesh,255180000000,General,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Mishra,9368545182,Rakesh Mishra,Father
528,MRS-0528,Class 10,Aman Sharma,Sharma,Sanjay Sharma,Rekha Sharma,39243,39243,Indore,Indore,Madhya Pradesh,861957000000,SC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Sharma,9909695180,Sanjay Sharma,Father
529,MRS-0529,Class 10,Pooja Verma,Verma,Prakash Verma,Rekha Verma,39727,39727,Indore,Indore,Madhya Pradesh,947178000000,SC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Prakash Verma,9500613151,Prakash Verma,Father
530,MRS-0530,Class 10,Komal Agarwal,Agarwal,Rakesh Agarwal,Kiran Agarwal,40172,40172,Indore,Indore,Madhya Pradesh,883762000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Agarwal,9496114638,Rakesh Agarwal,Father
531,MRS-0531,Class 10,Komal Agarwal,Agarwal,Rakesh Agarwal,Lata Agarwal,39171,39171,Indore,Indore,Madhya Pradesh,433289000000,SC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Agarwal,9172384067,Rakesh Agarwal,Father
532,MRS-0532,Class 10,Ankit Sharma,Sharma,Manoj Sharma,Sunita Sharma,39697,39697,Indore,Indore,Madhya Pradesh,672094000000,General,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Manoj Sharma,9404046914,Manoj Sharma,Father
533,MRS-0533,Class 10,Aakash Malviya,Malviya,Deepak Malviya,Kiran Malviya,39279,39279,Indore,Indore,Madhya Pradesh,347543000000,ST,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Deepak Malviya,9921632598,Deepak Malviya,Father
534,MRS-0534,Class 10,Vikas Verma,Verma,Deepak Verma,Vinita Verma,39540,39540,Indore,Indore,Madhya Pradesh,396025000000,ST,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Deepak Verma,9552435290,Deepak Verma,Father
535,MRS-0535,Class 10,Riya Choudhary,Choudhary,Prakash Choudhary,Sarla Choudhary,39973,39973,Indore,Indore,Madhya Pradesh,439652000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Prakash Choudhary,9426828696,Prakash Choudhary,Father
536,MRS-0536,Class 10,Riya Choudhary,Choudhary,Vijay Choudhary,Kiran Choudhary,39982,39982,Indore,Indore,Madhya Pradesh,667332000000,SC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Vijay Choudhary,9780644829,Vijay Choudhary,Father
537,MRS-0537,Class 10,Komal Agarwal,Agarwal,Sanjay Agarwal,Meena Agarwal,39745,39745,Indore,Indore,Madhya Pradesh,401390000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Agarwal,9124003733,Sanjay Agarwal,Father
538,MRS-0538,Class 10,Ankit Malviya,Malviya,Deepak Malviya,Sunita Malviya,40421,40421,Indore,Indore,Madhya Pradesh,982957000000,SC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Deepak Malviya,9354646016,Deepak Malviya,Father
539,MRS-0539,Class 10,Neha Agarwal,Agarwal,Ashok Agarwal,Rekha Agarwal,40161,40161,Indore,Indore,Madhya Pradesh,502862000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Ashok Agarwal,9775929942,Ashok Agarwal,Father
540,MRS-0540,Class 10,Vikas Agarwal,Agarwal,Deepak Agarwal,Sarla Agarwal,40337,40337,Indore,Indore,Madhya Pradesh,939039000000,SC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Deepak Agarwal,9638692119,Deepak Agarwal,Father
541,MRS-0541,Class 10,Aakash Jain,Jain,Rakesh Jain,Vinita Jain,39164,39164,Indore,Indore,Madhya Pradesh,287727000000,ST,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Jain,9245865338,Rakesh Jain,Father
542,MRS-0542,Class 10,Rohit Sharma,Sharma,Manoj Sharma,Meena Sharma,39929,39929,Indore,Indore,Madhya Pradesh,979142000000,SC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Manoj Sharma,9975663259,Manoj Sharma,Father
543,MRS-0543,Class 10,Riya Jain,Jain,Deepak Jain,Seema Jain,39999,39999,Indore,Indore,Madhya Pradesh,319889000000,General,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Deepak Jain,9583338973,Deepak Jain,Father
544,MRS-0544,Class 10,Aman Sharma,Sharma,Deepak Sharma,Sarla Sharma,39528,39528,Indore,Indore,Madhya Pradesh,996167000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Deepak Sharma,9300107108,Deepak Sharma,Father
545,MRS-0545,Class 10,Suresh Malviya,Malviya,Rakesh Malviya,Poonam Malviya,40290,40290,Indore,Indore,Madhya Pradesh,700138000000,OBC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Malviya,9898737936,Rakesh Malviya,Father
546,MRS-0546,Class 10,Neha Yadav,Yadav,Deepak Yadav,Lata Yadav,40503,40503,Indore,Indore,Madhya Pradesh,479651000000,SC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Deepak Yadav,9840750929,Deepak Yadav,Father
547,MRS-0547,Class 10,Aman Yadav,Yadav,Manoj Yadav,Vinita Yadav,40260,40260,Indore,Indore,Madhya Pradesh,224066000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Manoj Yadav,9359708713,Manoj Yadav,Father
548,MRS-0548,Class 10,Aman Sharma,Sharma,Vijay Sharma,Vinita Sharma,39587,39587,Indore,Indore,Madhya Pradesh,913125000000,OBC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Vijay Sharma,9975969024,Vijay Sharma,Father
549,MRS-0549,Class 10,Suresh Sharma,Sharma,Manoj Sharma,Sunita Sharma,39284,39284,Indore,Indore,Madhya Pradesh,527895000000,OBC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Manoj Sharma,9345247083,Manoj Sharma,Father
550,MRS-0550,Class 10,Riya Patel,Patel,Deepak Patel,Lata Patel,39158,39158,Indore,Indore,Madhya Pradesh,985789000000,ST,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Deepak Patel,9777182340,Deepak Patel,Father
